driver,team,lap_number,LapTime,compound,is_pit,stint,lap_start_time,lap_time_s,year,event,round,stint_index,lap_index_in_stint,stint_length
ZHO,Kick Sauber,50,0 days 00:01:40.534000,SOFT,False,4.0,0 days 02:25:37.104000,100.534,2024,Chinese Grand Prix,5,1,48,55
ALB,Williams,51,0 days 00:01:41.437000,HARD,False,3.0,0 days 02:27:06.088000,101.437,2024,Chinese Grand Prix,5,1,50,56
ALO,Aston Martin,51,0 days 00:01:39.487000,MEDIUM,False,4.0,0 days 02:26:55.274000,99.487,2024,Chinese Grand Prix,5,1,48,54
GAS,Alpine,51,0 days 00:01:40.497000,MEDIUM,False,4.0,0 days 02:27:15.007000,100.497,2024,Chinese Grand Prix,5,1,50,56
HAM,Mercedes,51,0 days 00:01:41.485000,HARD,False,3.0,0 days 02:26:59.327000,101.485,2024,Chinese Grand Prix,5,1,50,56
HUL,Haas F1 Team,51,0 days 00:01:41.549000,HARD,False,3.0,0 days 02:27:01.545000,101.549,2024,Chinese Grand Prix,5,1,49,55
LEC,Ferrari,51,0 days 00:01:40.205000,HARD,False,2.0,0 days 02:26:31.976000,100.205,2024,Chinese Grand Prix,5,1,47,53
MAG,Haas F1 Team,51,0 days 00:01:41.879000,MEDIUM,False,3.0,0 days 02:27:11.982000,101.879,2024,Chinese Grand Prix,5,1,49,55
NOR,McLaren,51,0 days 00:01:39.949000,HARD,False,2.0,0 days 02:26:23.476000,99.949,2024,Chinese Grand Prix,5,1,49,55
OCO,Alpine,51,0 days 00:01:41.477000,HARD,False,3.0,0 days 02:27:04.366000,101.477,2024,Chinese Grand Prix,5,1,50,56
PER,Red Bull Racing,51,0 days 00:01:39.906000,HARD,False,3.0,0 days 02:26:28.450000,99.906,2024,Chinese Grand Prix,5,1,47,53
PIA,McLaren,51,0 days 00:01:41.331000,HARD,False,3.0,0 days 02:26:58.104000,101.331,2024,Chinese Grand Prix,5,1,49,55
RUS,Mercedes,51,0 days 00:01:40.334000,HARD,False,3.0,0 days 02:26:44.931000,100.334,2024,Chinese Grand Prix,5,1,49,55
SAI,Ferrari,51,0 days 00:01:40.239000,HARD,False,2.0,0 days 02:26:42.378000,100.239,2024,Chinese Grand Prix,5,1,48,54
SAR,Williams,51,0 days 00:01:42.320000,HARD,False,3.0,0 days 02:27:20.492000,102.32,2024,Chinese Grand Prix,5,1,50,56
STR,Aston Martin,51,0 days 00:01:40.717000,HARD,False,5.0,0 days 02:27:26.437000,100.717,2024,Chinese Grand Prix,5,1,47,53
VER,Red Bull Racing,51,0 days 00:01:39.276000,HARD,False,3.0,0 days 02:26:12.522000,99.276,2024,Chinese Grand Prix,5,1,47,53
ZHO,Kick Sauber,51,0 days 00:01:40.179000,SOFT,False,4.0,0 days 02:27:17.638000,100.179,2024,Chinese Grand Prix,5,1,49,55
ALB,Williams,52,0 days 00:01:41.670000,HARD,False,3.0,0 days 02:28:47.525000,101.67,2024,Chinese Grand Prix,5,1,51,56
ALO,Aston Martin,52,0 days 00:01:39.396000,MEDIUM,False,4.0,0 days 02:28:34.761000,99.396,2024,Chinese Grand Prix,5,1,49,54
GAS,Alpine,52,0 days 00:01:41.052000,MEDIUM,False,4.0,0 days 02:28:55.504000,101.052,2024,Chinese Grand Prix,5,1,51,56
HAM,Mercedes,52,0 days 00:01:41.461000,HARD,False,3.0,0 days 02:28:40.812000,101.461,2024,Chinese Grand Prix,5,1,51,56
HUL,Haas F1 Team,52,0 days 00:01:41.625000,HARD,False,3.0,0 days 02:28:43.094000,101.625,2024,Chinese Grand Prix,5,1,50,55
LEC,Ferrari,52,0 days 00:01:40.453000,HARD,False,2.0,0 days 02:28:12.181000,100.453,2024,Chinese Grand Prix,5,1,48,53
MAG,Haas F1 Team,52,0 days 00:01:42.059000,MEDIUM,False,3.0,0 days 02:28:53.861000,102.059,2024,Chinese Grand Prix,5,1,50,55
NOR,McLaren,52,0 days 00:01:39.944000,HARD,False,2.0,0 days 02:28:03.425000,99.944,2024,Chinese Grand Prix,5,1,50,55
OCO,Alpine,52,0 days 00:01:41.559000,HARD,False,3.0,0 days 02:28:45.843000,101.559,2024,Chinese Grand Prix,5,1,51,56
PER,Red Bull Racing,52,0 days 00:01:40.123000,HARD,False,3.0,0 days 02:28:08.356000,100.123,2024,Chinese Grand Prix,5,1,48,53
PIA,McLaren,52,0 days 00:01:41.602000,HARD,False,3.0,0 days 02:28:39.435000,101.602,2024,Chinese Grand Prix,5,1,50,55
RUS,Mercedes,52,0 days 00:01:40.731000,HARD,False,3.0,0 days 02:28:25.265000,100.731,2024,Chinese Grand Prix,5,1,50,55
SAI,Ferrari,52,0 days 00:01:40.413000,HARD,False,2.0,0 days 02:28:22.617000,100.413,2024,Chinese Grand Prix,5,1,49,54
SAR,Williams,52,0 days 00:01:42.550000,HARD,False,3.0,0 days 02:29:02.812000,102.55,2024,Chinese Grand Prix,5,1,51,56
STR,Aston Martin,52,0 days 00:01:40.988000,HARD,False,5.0,0 days 02:29:07.154000,100.988,2024,Chinese Grand Prix,5,1,48,53
VER,Red Bull Racing,52,0 days 00:01:39.694000,HARD,False,3.0,0 days 02:27:51.798000,99.694,2024,Chinese Grand Prix,5,1,48,53
ZHO,Kick Sauber,52,0 days 00:01:40.542000,SOFT,False,4.0,0 days 02:28:57.817000,100.542,2024,Chinese Grand Prix,5,1,50,55
ALB,Williams,53,0 days 00:01:41.354000,HARD,False,3.0,0 days 02:30:29.195000,101.354,2024,Chinese Grand Prix,5,1,52,56
ALO,Aston Martin,53,0 days 00:01:39.557000,MEDIUM,False,4.0,0 days 02:30:14.157000,99.557,2024,Chinese Grand Prix,5,1,50,54
GAS,Alpine,53,0 days 00:01:41.373000,MEDIUM,False,4.0,0 days 02:30:36.556000,101.373,2024,Chinese Grand Prix,5,1,52,56
HAM,Mercedes,53,0 days 00:01:41.521000,HARD,False,3.0,0 days 02:30:22.273000,101.521,2024,Chinese Grand Prix,5,1,52,56
HUL,Haas F1 Team,53,0 days 00:01:41.543000,HARD,False,3.0,0 days 02:30:24.719000,101.543,2024,Chinese Grand Prix,5,1,51,55
LEC,Ferrari,53,0 days 00:01:40.366000,HARD,False,2.0,0 days 02:29:52.634000,100.366,2024,Chinese Grand Prix,5,1,49,53
MAG,Haas F1 Team,53,0 days 00:01:44.013000,MEDIUM,False,3.0,0 days 02:30:35.920000,104.013,2024,Chinese Grand Prix,5,1,51,55
NOR,McLaren,53,0 days 00:01:40.208000,HARD,False,2.0,0 days 02:29:43.369000,100.208,2024,Chinese Grand Prix,5,1,51,55
OCO,Alpine,53,0 days 00:01:41.652000,HARD,False,3.0,0 days 02:30:27.402000,101.652,2024,Chinese Grand Prix,5,1,52,56
PER,Red Bull Racing,53,0 days 00:01:40.196000,HARD,False,3.0,0 days 02:29:48.479000,100.196,2024,Chinese Grand Prix,5,1,49,53
PIA,McLaren,53,0 days 00:01:41.471000,HARD,False,3.0,0 days 02:30:21.037000,101.471,2024,Chinese Grand Prix,5,1,51,55
RUS,Mercedes,53,0 days 00:01:40.670000,HARD,False,3.0,0 days 02:30:05.996000,100.67,2024,Chinese Grand Prix,5,1,51,55
SAI,Ferrari,53,0 days 00:01:40.561000,HARD,False,2.0,0 days 02:30:03.030000,100.561,2024,Chinese Grand Prix,5,1,50,54
SAR,Williams,53,0 days 00:01:42.274000,HARD,False,3.0,0 days 02:30:45.362000,102.274,2024,Chinese Grand Prix,5,1,52,56
STR,Aston Martin,53,0 days 00:01:41.402000,HARD,False,5.0,0 days 02:30:48.142000,101.402,2024,Chinese Grand Prix,5,1,49,53
VER,Red Bull Racing,53,0 days 00:01:39.654000,HARD,False,3.0,0 days 02:29:31.492000,99.654,2024,Chinese Grand Prix,5,1,49,53
ZHO,Kick Sauber,53,0 days 00:01:41.049000,SOFT,False,4.0,0 days 02:30:38.359000,101.049,2024,Chinese Grand Prix,5,1,51,55
ALB,Williams,54,0 days 00:01:42.424000,HARD,False,3.0,0 days 02:32:10.549000,102.424,2024,Chinese Grand Prix,5,1,53,56
ALO,Aston Martin,54,0 days 00:01:40.377000,MEDIUM,False,4.0,0 days 02:31:53.714000,100.377,2024,Chinese Grand Prix,5,1,51,54
GAS,Alpine,54,0 days 00:01:40.727000,MEDIUM,False,4.0,0 days 02:32:17.929000,100.727,2024,Chinese Grand Prix,5,1,53,56
HAM,Mercedes,54,0 days 00:01:41.493000,HARD,False,3.0,0 days 02:32:03.794000,101.493,2024,Chinese Grand Prix,5,1,53,56
HUL,Haas F1 Team,54,0 days 00:01:41.646000,HARD,False,3.0,0 days 02:32:06.262000,101.646,2024,Chinese Grand Prix,5,1,52,55
LEC,Ferrari,54,0 days 00:01:40.171000,HARD,False,2.0,0 days 02:31:33,100.171,2024,Chinese Grand Prix,5,1,50,53
MAG,Haas F1 Team,54,0 days 00:01:42.863000,MEDIUM,False,3.0,0 days 02:32:19.933000,102.863,2024,Chinese Grand Prix,5,1,52,55
NOR,McLaren,54,0 days 00:01:40.217000,HARD,False,2.0,0 days 02:31:23.577000,100.217,2024,Chinese Grand Prix,5,1,52,55
OCO,Alpine,54,0 days 00:01:41.522000,HARD,False,3.0,0 days 02:32:09.054000,101.522,2024,Chinese Grand Prix,5,1,53,56
PER,Red Bull Racing,54,0 days 00:01:40.228000,HARD,False,3.0,0 days 02:31:28.675000,100.228,2024,Chinese Grand Prix,5,1,50,53
PIA,McLaren,54,0 days 00:01:41.647000,HARD,False,3.0,0 days 02:32:02.508000,101.647,2024,Chinese Grand Prix,5,1,52,55
RUS,Mercedes,54,0 days 00:01:40.840000,HARD,False,3.0,0 days 02:31:46.666000,100.84,2024,Chinese Grand Prix,5,1,52,55
SAI,Ferrari,54,0 days 00:01:40.281000,HARD,False,2.0,0 days 02:31:43.591000,100.281,2024,Chinese Grand Prix,5,1,51,54
SAR,Williams,54,0 days 00:01:42.402000,HARD,False,3.0,0 days 02:32:27.636000,102.402,2024,Chinese Grand Prix,5,1,53,56
STR,Aston Martin,54,0 days 00:01:41.571000,HARD,False,5.0,0 days 02:32:29.544000,101.571,2024,Chinese Grand Prix,5,1,50,53
VER,Red Bull Racing,54,0 days 00:01:39.773000,HARD,False,3.0,0 days 02:31:11.146000,99.773,2024,Chinese Grand Prix,5,1,50,53
ZHO,Kick Sauber,54,0 days 00:01:41.258000,SOFT,False,4.0,0 days 02:32:19.408000,101.258,2024,Chinese Grand Prix,5,1,52,55
ALB,Williams,55,0 days 00:01:41.998000,HARD,False,3.0,0 days 02:33:52.973000,101.998,2024,Chinese Grand Prix,5,1,54,56
ALO,Aston Martin,55,0 days 00:01:40.056000,MEDIUM,False,4.0,0 days 02:33:34.091000,100.056,2024,Chinese Grand Prix,5,1,52,54
GAS,Alpine,55,0 days 00:01:40.737000,MEDIUM,False,4.0,0 days 02:33:58.656000,100.737,2024,Chinese Grand Prix,5,1,54,56
HAM,Mercedes,55,0 days 00:01:41.604000,HARD,False,3.0,0 days 02:33:45.287000,101.604,2024,Chinese Grand Prix,5,1,54,56
HUL,Haas F1 Team,55,0 days 00:01:41.705000,HARD,False,3.0,0 days 02:33:47.908000,101.705,2024,Chinese Grand Prix,5,1,53,55
LEC,Ferrari,55,0 days 00:01:40.882000,HARD,False,2.0,0 days 02:33:13.171000,100.882,2024,Chinese Grand Prix,5,1,51,53
MAG,Haas F1 Team,55,0 days 00:01:42.864000,MEDIUM,False,3.0,0 days 02:34:02.796000,102.864,2024,Chinese Grand Prix,5,1,53,55
NOR,McLaren,55,0 days 00:01:40.686000,HARD,False,2.0,0 days 02:33:03.794000,100.686,2024,Chinese Grand Prix,5,1,53,55
OCO,Alpine,55,0 days 00:01:41.574000,HARD,False,3.0,0 days 02:33:50.576000,101.574,2024,Chinese Grand Prix,5,1,54,56
PER,Red Bull Racing,55,0 days 00:01:40.593000,HARD,False,3.0,0 days 02:33:08.903000,100.593,2024,Chinese Grand Prix,5,1,51,53
PIA,McLaren,55,0 days 00:01:41.450000,HARD,False,3.0,0 days 02:33:44.155000,101.45,2024,Chinese Grand Prix,5,1,53,55
RUS,Mercedes,55,0 days 00:01:41.429000,HARD,False,3.0,0 days 02:33:27.506000,101.429,2024,Chinese Grand Prix,5,1,53,55
SAI,Ferrari,55,0 days 00:01:40.711000,HARD,False,2.0,0 days 02:33:23.872000,100.711,2024,Chinese Grand Prix,5,1,52,54
SAR,Williams,55,0 days 00:01:42.913000,HARD,False,3.0,0 days 02:34:10.038000,102.913,2024,Chinese Grand Prix,5,1,54,56
STR,Aston Martin,55,0 days 00:01:41.143000,HARD,False,5.0,0 days 02:34:11.115000,101.143,2024,Chinese Grand Prix,5,1,51,53
VER,Red Bull Racing,55,0 days 00:01:39.805000,HARD,False,3.0,0 days 02:32:50.919000,99.805,2024,Chinese Grand Prix,5,1,51,53
ZHO,Kick Sauber,55,0 days 00:01:40.785000,SOFT,False,4.0,0 days 02:34:00.666000,100.785,2024,Chinese Grand Prix,5,1,53,55
ALB,Williams,56,0 days 00:01:41.524000,HARD,False,3.0,0 days 02:35:34.971000,101.524,2024,Chinese Grand Prix,5,1,55,56
ALO,Aston Martin,56,0 days 00:01:40.249000,MEDIUM,False,4.0,0 days 02:35:14.147000,100.249,2024,Chinese Grand Prix,5,1,53,54
GAS,Alpine,56,0 days 00:01:40.819000,MEDIUM,False,4.0,0 days 02:35:39.393000,100.819,2024,Chinese Grand Prix,5,1,55,56
HAM,Mercedes,56,0 days 00:01:42.084000,HARD,False,3.0,0 days 02:35:26.891000,102.084,2024,Chinese Grand Prix,5,1,55,56
HUL,Haas F1 Team,56,0 days 00:01:41.904000,HARD,False,3.0,0 days 02:35:29.613000,101.904,2024,Chinese Grand Prix,5,1,54,55
LEC,Ferrari,56,0 days 00:01:40.568000,HARD,False,2.0,0 days 02:34:54.053000,100.568,2024,Chinese Grand Prix,5,1,52,53
MAG,Haas F1 Team,56,0 days 00:01:42.870000,MEDIUM,False,3.0,0 days 02:35:45.660000,102.87,2024,Chinese Grand Prix,5,1,54,55
NOR,McLaren,56,0 days 00:01:40.284000,HARD,False,2.0,0 days 02:34:44.480000,100.284,2024,Chinese Grand Prix,5,1,54,55
OCO,Alpine,56,0 days 00:01:41.651000,HARD,False,3.0,0 days 02:35:32.150000,101.651,2024,Chinese Grand Prix,5,1,55,56
PER,Red Bull Racing,56,0 days 00:01:40.650000,HARD,False,3.0,0 days 02:34:49.496000,100.65,2024,Chinese Grand Prix,5,1,52,53
PIA,McLaren,56,0 days 00:01:41.610000,HARD,False,3.0,0 days 02:35:25.605000,101.61,2024,Chinese Grand Prix,5,1,54,55
RUS,Mercedes,56,0 days 00:01:40.793000,HARD,False,3.0,0 days 02:35:08.935000,100.793,2024,Chinese Grand Prix,5,1,54,55
SAI,Ferrari,56,0 days 00:01:40.410000,HARD,False,2.0,0 days 02:35:04.583000,100.41,2024,Chinese Grand Prix,5,1,53,54
SAR,Williams,56,0 days 00:01:43.148000,HARD,False,3.0,0 days 02:35:52.951000,103.148,2024,Chinese Grand Prix,5,1,55,56
STR,Aston Martin,56,0 days 00:01:41.502000,HARD,False,5.0,0 days 02:35:52.258000,101.502,2024,Chinese Grand Prix,5,1,52,53
VER,Red Bull Racing,56,0 days 00:01:40.253000,HARD,False,3.0,0 days 02:34:30.724000,100.253,2024,Chinese Grand Prix,5,1,52,53
ZHO,Kick Sauber,56,0 days 00:01:41.192000,SOFT,False,4.0,0 days 02:35:41.451000,101.192,2024,Chinese Grand Prix,5,1,54,55
ALB,Williams,1,0 days 00:01:43.958000,MEDIUM,False,1.0,0 days 00:55:43.028000,103.958,2024,Miami Grand Prix,6,1,0,57
ALO,Aston Martin,1,0 days 00:01:43.024000,HARD,False,1.0,0 days 00:55:43.028000,103.024,2024,Miami Grand Prix,6,1,0,57
BOT,Kick Sauber,1,0 days 00:01:45.784000,SOFT,False,1.0,0 days 00:55:43.028000,105.784,2024,Miami Grand Prix,6,1,0,57
GAS,Alpine,1,0 days 00:01:43.357000,MEDIUM,False,1.0,0 days 00:55:43.028000,103.357,2024,Miami Grand Prix,6,1,0,57
HAM,Mercedes,1,0 days 00:01:39.924000,HARD,False,1.0,0 days 00:55:43.028000,99.924,2024,Miami Grand Prix,6,1,0,57
HUL,Haas F1 Team,1,0 days 00:01:40.159000,MEDIUM,False,1.0,0 days 00:55:43.028000,100.159,2024,Miami Grand Prix,6,1,0,57
LEC,Ferrari,1,0 days 00:01:35.697000,MEDIUM,False,1.0,0 days 00:55:43.028000,95.697,2024,Miami Grand Prix,6,1,0,56
MAG,Haas F1 Team,1,0 days 00:01:44.924000,HARD,False,1.0,0 days 00:55:43.028000,104.924,2024,Miami Grand Prix,6,1,0,57
NOR,McLaren,1,0 days 00:01:38.919000,MEDIUM,False,1.0,0 days 00:55:43.028000,98.919,2024,Miami Grand Prix,6,1,0,56
OCO,Alpine,1,0 days 00:01:43.733000,MEDIUM,False,1.0,0 days 00:55:43.028000,103.733,2024,Miami Grand Prix,6,1,0,57
PER,Red Bull Racing,1,0 days 00:01:38.282000,MEDIUM,False,1.0,0 days 00:55:43.028000,98.282,2024,Miami Grand Prix,6,1,0,57
PIA,McLaren,1,0 days 00:01:36.848000,MEDIUM,False,1.0,0 days 00:55:43.028000,96.848,2024,Miami Grand Prix,6,1,0,56
RIC,RB,1,0 days 00:01:46.666000,HARD,False,1.0,0 days 00:55:43.028000,106.666,2024,Miami Grand Prix,6,1,0,57
RUS,Mercedes,1,0 days 00:01:41.627000,MEDIUM,False,1.0,0 days 00:55:43.028000,101.627,2024,Miami Grand Prix,6,1,0,57
SAI,Ferrari,1,0 days 00:01:37.234000,MEDIUM,False,1.0,0 days 00:55:43.028000,97.234,2024,Miami Grand Prix,6,1,0,57
SAR,Williams,1,0 days 00:01:44.320000,MEDIUM,False,1.0,0 days 00:55:43.028000,104.32,2024,Miami Grand Prix,6,1,0,27
STR,Aston Martin,1,0 days 00:01:42.004000,MEDIUM,False,1.0,0 days 00:55:43.028000,102.004,2024,Miami Grand Prix,6,1,0,57
TSU,RB,1,0 days 00:01:41.055000,MEDIUM,False,1.0,0 days 00:55:43.028000,101.055,2024,Miami Grand Prix,6,1,0,57
VER,Red Bull Racing,1,0 days 00:01:34.338000,MEDIUM,False,1.0,0 days 00:55:43.028000,94.338,2024,Miami Grand Prix,6,1,0,56
ZHO,Kick Sauber,1,0 days 00:01:45.046000,MEDIUM,False,1.0,0 days 00:55:43.028000,105.046,2024,Miami Grand Prix,6,1,0,57
ALB,Williams,2,0 days 00:01:34.925000,MEDIUM,False,1.0,0 days 00:57:27.264000,94.925,2024,Miami Grand Prix,6,1,1,57
ALO,Aston Martin,2,0 days 00:01:35.579000,HARD,False,1.0,0 days 00:57:26.330000,95.579,2024,Miami Grand Prix,6,1,1,57
BOT,Kick Sauber,2,0 days 00:01:35.803000,SOFT,False,1.0,0 days 00:57:29.090000,95.803,2024,Miami Grand Prix,6,1,1,57
GAS,Alpine,2,0 days 00:01:34.498000,MEDIUM,False,1.0,0 days 00:57:26.663000,94.498,2024,Miami Grand Prix,6,1,1,57
HAM,Mercedes,2,0 days 00:01:34.966000,HARD,False,1.0,0 days 00:57:23.230000,94.966,2024,Miami Grand Prix,6,1,1,57
HUL,Haas F1 Team,2,0 days 00:01:33.938000,MEDIUM,False,1.0,0 days 00:57:23.465000,93.938,2024,Miami Grand Prix,6,1,1,57
LEC,Ferrari,2,0 days 00:01:33.317000,MEDIUM,False,1.0,0 days 00:57:19.003000,93.317,2024,Miami Grand Prix,6,1,1,56
MAG,Haas F1 Team,2,0 days 00:01:36.868000,HARD,False,1.0,0 days 00:57:28.230000,96.868,2024,Miami Grand Prix,6,1,1,57
NOR,McLaren,2,0 days 00:01:34.199000,MEDIUM,False,1.0,0 days 00:57:22.225000,94.199,2024,Miami Grand Prix,6,1,1,56
OCO,Alpine,2,0 days 00:01:35.438000,MEDIUM,False,1.0,0 days 00:57:27.039000,95.438,2024,Miami Grand Prix,6,1,1,57
PER,Red Bull Racing,2,0 days 00:01:33.181000,MEDIUM,False,1.0,0 days 00:57:21.588000,93.181,2024,Miami Grand Prix,6,1,1,57
PIA,McLaren,2,0 days 00:01:32.827000,MEDIUM,False,1.0,0 days 00:57:20.154000,92.827,2024,Miami Grand Prix,6,1,1,56
RIC,RB,2,0 days 00:01:35.593000,HARD,False,1.0,0 days 00:57:29.972000,95.593,2024,Miami Grand Prix,6,1,1,57
RUS,Mercedes,2,0 days 00:01:34.395000,MEDIUM,False,1.0,0 days 00:57:24.933000,94.395,2024,Miami Grand Prix,6,1,1,57
SAI,Ferrari,2,0 days 00:01:32.990000,MEDIUM,False,1.0,0 days 00:57:20.540000,92.99,2024,Miami Grand Prix,6,1,1,57
SAR,Williams,2,0 days 00:01:35.367000,MEDIUM,False,1.0,0 days 00:57:27.626000,95.367,2024,Miami Grand Prix,6,1,1,27
STR,Aston Martin,2,0 days 00:01:34.526000,MEDIUM,False,1.0,0 days 00:57:25.310000,94.526,2024,Miami Grand Prix,6,1,1,57
TSU,RB,2,0 days 00:01:34.337000,MEDIUM,False,1.0,0 days 00:57:24.361000,94.337,2024,Miami Grand Prix,6,1,1,57
VER,Red Bull Racing,2,0 days 00:01:33.093000,MEDIUM,False,1.0,0 days 00:57:17.644000,93.093,2024,Miami Grand Prix,6,1,1,56
ZHO,Kick Sauber,2,0 days 00:01:36.265000,MEDIUM,False,1.0,0 days 00:57:28.352000,96.265,2024,Miami Grand Prix,6,1,1,57
ALB,Williams,3,0 days 00:01:34.309000,MEDIUM,False,1.0,0 days 00:59:02.189000,94.309,2024,Miami Grand Prix,6,1,2,57
ALO,Aston Martin,3,0 days 00:01:34.003000,HARD,False,1.0,0 days 00:59:01.909000,94.003,2024,Miami Grand Prix,6,1,2,57
BOT,Kick Sauber,3,0 days 00:01:34.634000,SOFT,False,1.0,0 days 00:59:04.893000,94.634,2024,Miami Grand Prix,6,1,2,57
GAS,Alpine,3,0 days 00:01:33.789000,MEDIUM,False,1.0,0 days 00:59:01.161000,93.789,2024,Miami Grand Prix,6,1,2,57
HAM,Mercedes,3,0 days 00:01:34.031000,HARD,False,1.0,0 days 00:58:58.196000,94.031,2024,Miami Grand Prix,6,1,2,57
HUL,Haas F1 Team,3,0 days 00:01:34.140000,MEDIUM,False,1.0,0 days 00:58:57.403000,94.14,2024,Miami Grand Prix,6,1,2,57
LEC,Ferrari,3,0 days 00:01:33.310000,MEDIUM,False,1.0,0 days 00:58:52.320000,93.31,2024,Miami Grand Prix,6,1,2,56
MAG,Haas F1 Team,3,0 days 00:01:35.280000,HARD,False,1.0,0 days 00:59:05.098000,95.28,2024,Miami Grand Prix,6,1,2,57
NOR,McLaren,3,0 days 00:01:33.687000,MEDIUM,False,1.0,0 days 00:58:56.424000,93.687,2024,Miami Grand Prix,6,1,2,56
OCO,Alpine,3,0 days 00:01:34.667000,MEDIUM,False,1.0,0 days 00:59:02.477000,94.667,2024,Miami Grand Prix,6,1,2,57
PER,Red Bull Racing,3,0 days 00:01:33.521000,MEDIUM,False,1.0,0 days 00:58:54.769000,93.521,2024,Miami Grand Prix,6,1,2,57
PIA,McLaren,3,0 days 00:01:33.063000,MEDIUM,False,1.0,0 days 00:58:52.981000,93.063,2024,Miami Grand Prix,6,1,2,56
RIC,RB,3,0 days 00:01:35.732000,HARD,False,1.0,0 days 00:59:05.565000,95.732,2024,Miami Grand Prix,6,1,2,57
RUS,Mercedes,3,0 days 00:01:34.095000,MEDIUM,False,1.0,0 days 00:58:59.328000,94.095,2024,Miami Grand Prix,6,1,2,57
SAI,Ferrari,3,0 days 00:01:33.239000,MEDIUM,False,1.0,0 days 00:58:53.530000,93.239,2024,Miami Grand Prix,6,1,2,57
SAR,Williams,3,0 days 00:01:34.646000,MEDIUM,False,1.0,0 days 00:59:02.993000,94.646,2024,Miami Grand Prix,6,1,2,27
STR,Aston Martin,3,0 days 00:01:34.214000,MEDIUM,False,1.0,0 days 00:58:59.836000,94.214,2024,Miami Grand Prix,6,1,2,57
TSU,RB,3,0 days 00:01:34.277000,MEDIUM,False,1.0,0 days 00:58:58.698000,94.277,2024,Miami Grand Prix,6,1,2,57
VER,Red Bull Racing,3,0 days 00:01:33.137000,MEDIUM,False,1.0,0 days 00:58:50.737000,93.137,2024,Miami Grand Prix,6,1,2,56
ZHO,Kick Sauber,3,0 days 00:01:34.339000,MEDIUM,False,1.0,0 days 00:59:04.617000,94.339,2024,Miami Grand Prix,6,1,2,57
ALB,Williams,4,0 days 00:01:33.889000,MEDIUM,False,1.0,0 days 01:00:36.498000,93.889,2024,Miami Grand Prix,6,1,3,57
ALO,Aston Martin,4,0 days 00:01:34.022000,HARD,False,1.0,0 days 01:00:35.912000,94.022,2024,Miami Grand Prix,6,1,3,57
BOT,Kick Sauber,4,0 days 00:01:34.397000,SOFT,False,1.0,0 days 01:00:39.527000,94.397,2024,Miami Grand Prix,6,1,3,57
GAS,Alpine,4,0 days 00:01:34.155000,MEDIUM,False,1.0,0 days 01:00:34.950000,94.155,2024,Miami Grand Prix,6,1,3,57
HAM,Mercedes,4,0 days 00:01:33.861000,HARD,False,1.0,0 days 01:00:32.227000,93.861,2024,Miami Grand Prix,6,1,3,57
HUL,Haas F1 Team,4,0 days 00:01:33.818000,MEDIUM,False,1.0,0 days 01:00:31.543000,93.818,2024,Miami Grand Prix,6,1,3,57
LEC,Ferrari,4,0 days 00:01:33.774000,MEDIUM,False,1.0,0 days 01:00:25.630000,93.774,2024,Miami Grand Prix,6,1,3,56
MAG,Haas F1 Team,4,0 days 00:01:34.460000,HARD,False,1.0,0 days 01:00:40.378000,94.46,2024,Miami Grand Prix,6,1,3,57
NOR,McLaren,4,0 days 00:01:33.674000,MEDIUM,False,1.0,0 days 01:00:30.111000,93.674,2024,Miami Grand Prix,6,1,3,56
OCO,Alpine,4,0 days 00:01:34.013000,MEDIUM,False,1.0,0 days 01:00:37.144000,94.013,2024,Miami Grand Prix,6,1,3,57
PER,Red Bull Racing,4,0 days 00:01:33.425000,MEDIUM,False,1.0,0 days 01:00:28.290000,93.425,2024,Miami Grand Prix,6,1,3,57
PIA,McLaren,4,0 days 00:01:33.119000,MEDIUM,False,1.0,0 days 01:00:26.044000,93.119,2024,Miami Grand Prix,6,1,3,56
RIC,RB,4,0 days 00:01:34.907000,HARD,False,1.0,0 days 01:00:41.297000,94.907,2024,Miami Grand Prix,6,1,3,57
RUS,Mercedes,4,0 days 00:01:34.125000,MEDIUM,False,1.0,0 days 01:00:33.423000,94.125,2024,Miami Grand Prix,6,1,3,57
SAI,Ferrari,4,0 days 00:01:33.249000,MEDIUM,False,1.0,0 days 01:00:26.769000,93.249,2024,Miami Grand Prix,6,1,3,57
SAR,Williams,4,0 days 00:01:34.303000,MEDIUM,False,1.0,0 days 01:00:37.639000,94.303,2024,Miami Grand Prix,6,1,3,27
STR,Aston Martin,4,0 days 00:01:34.066000,MEDIUM,False,1.0,0 days 01:00:34.050000,94.066,2024,Miami Grand Prix,6,1,3,57
TSU,RB,4,0 days 00:01:33.892000,MEDIUM,False,1.0,0 days 01:00:32.975000,93.892,2024,Miami Grand Prix,6,1,3,57
VER,Red Bull Racing,4,0 days 00:01:33.504000,MEDIUM,False,1.0,0 days 01:00:23.874000,93.504,2024,Miami Grand Prix,6,1,3,56
ZHO,Kick Sauber,4,0 days 00:01:34.357000,MEDIUM,False,1.0,0 days 01:00:38.956000,94.357,2024,Miami Grand Prix,6,1,3,57
ALB,Williams,5,0 days 00:01:34.174000,MEDIUM,False,1.0,0 days 01:02:10.387000,94.174,2024,Miami Grand Prix,6,1,4,57
ALO,Aston Martin,5,0 days 00:01:34.018000,HARD,False,1.0,0 days 01:02:09.934000,94.018,2024,Miami Grand Prix,6,1,4,57
